Pretrained model,Lower Bound,Upper Bound,Scaling,Alpha,Features,Mean Square Error,R2-Square,,,,,,,
resnet101,0,39.csv,KnnImpute,18.0,11,0.6789976491121242,0.030805296684311645,,,,,,,
resnet101,0,39.csv,Standardization,6.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,3.0,43,0.4548066128876994,0.3508134220787008,,,,,,,
resnet101,0,39.csv,MinMax,8.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,14.0,12,0.6379783250592163,0.08935588468362776,,,,,,,
resnet101,0,39.csv,KnnImpute,5.5,28,0.5134967168360144,0.2670397330856171,,,,,,,
resnet101,0,39.csv,KnnImpute,15.0,13,0.6479888480252384,0.07506696063687224,,,,,,,
resnet101,0,39.csv,MinMax,6.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,Standardization,1.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,4.0,32,0.4968391511055657,0.29081658194097726,,,,,,,
resnet101,0,39.csv,KnnImpute,13.0,13,0.6297846840670421,0.10105140890358588,,,,,,,
resnet101,0,39.csv,MinMax,10.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,10.5,17,0.6002214776961635,0.14324964488444814,,,,,,,
resnet101,0,39.csv,KnnImpute,11.0,16,0.6068973631566592,0.1337205502893266,,,,,,,
resnet101,0,39.csv,Standardization,4.5,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,2.5,50,0.4319305681703779,0.3834664679350933,,,,,,,
resnet101,0,39.csv,KnnImpute,19.0,10,0.6811374450510279,0.02775097257453929,,,,,,,
resnet101,0,39.csv,MinMax,7.0,0,0.7006090847364284,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,17.0,12,0.6729208036388303,0.03947932737246773,,,,,,,
resnet101,0,39.csv,KnnImpute,16.5,14,0.3776527234832285,0.460942140563659,,,,,,,
resnet101,0,39.csv,KnnImpute,11.5,15,0.35573770668716814,0.4922234244231687,,,,,,,
resnet101,0,39.csv,KnnImpute,9.0,19,0.3492835276863776,0.5014360573534846,,,,,,,
resnet101,0,39.csv,Standardization,6.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,Standardization,1.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,Standardization,5.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,1.0,77,0.12437736951028489,0.8224649409326594,,,,,,,
resnet101,0,39.csv,KnnImpute,12.5,15,0.3594755513838001,0.48688806091118964,,,,,,,
resnet101,0,39.csv,Standardization,18.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,MinMax,3.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,MinMax,1.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,15.0,14,0.3695310770274832,0.47253490047586766,,,,,,,
resnet101,0,39.csv,MinMax,8.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,0.5,105,0.0712912120962245,0.8982396106275674,,,,,,,
resnet101,0,39.csv,MinMax,0.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,11.0,17,0.3546418802269916,0.49378759655593685,,,,,,,
resnet101,0,39.csv,KnnImpute,14.5,14,0.3672547591702347,0.475784094656721,,,,,,,
resnet101,0,39.csv,KnnImpute,4.0,33,0.2800222526200826,0.6002989341645046,,,,,,,
resnet101,0,39.csv,MinMax,19.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,2.0,58,0.1851700749093007,0.7356900188839564,,,,,,,
resnet101,0,39.csv,KnnImpute,7.0,23,0.3231399320201541,0.5387531739568541,,,,,,,
resnet101,0,39.csv,KnnImpute,3.0,44,0.25031202396523683,0.6427070283371834,,,,,,,
resnet101,0,39.csv,KnnImpute,13.0,16,0.3616926431257088,0.48372340551682613,,,,,,,
resnet101,0,39.csv,KnnImpute,9.5,17,0.3516076930117548,0.49811856615755623,,,,,,,
resnet101,0,39.csv,KnnImpute,10.0,17,0.3540736312278377,0.4945987097031834,,,,,,,
resnet101,0,39.csv,KnnImpute,12.0,15,0.35747875464035467,0.4897382693469272,,,,,,,
resnet101,0,39.csv,Standardization,7.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,4.5,31,0.289108737585205,0.5873289730586451,,,,,,,
resnet101,0,39.csv,Standardization,17.0,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,15.5,14,0.37192937601964615,0.46911159159812543,,,,,,,
resnet101,0,39.csv,KnnImpute,10.5,16,0.3544555062431268,0.4940536249850982,,,,,,,
resnet101,0,39.csv,KnnImpute,5.5,27,0.30526022298038663,0.5642744983985926,,,,,,,
resnet101,0,39.csv,KnnImpute,16.0,14,0.37475767513819735,0.46507450468232137,,,,,,,
resnet101,0,39.csv,Standardization,17.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,13.5,15,0.3638522723894552,0.48064077151023477,,,,,,,
resnet101,0,39.csv,MinMax,16.5,0,0.7006090847364281,-4.265833513894535e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,2.5,53,0.22211291490239235,0.6829581649613947,,,,,,,
resnet101,0,39.csv,Standardization,9.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,6.0,28,0.27018254774582656,0.614344034112625,,,,,,,
resnet101,0,39.csv,Standardization,12.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,8.5,23,0.27839304744929805,0.6026244459305671,,,,,,,
resnet101,0,39.csv,MinMax,13.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,MinMax,9.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,MinMax,19.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,Standardization,4.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,MinMax,12.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,5.5,30,0.2746683455635696,0.6079410495208717,,,,,,,
resnet101,0,39.csv,KnnImpute,6.5,27,0.26904197038219724,0.6159720832538802,,,,,,,
resnet101,0,39.csv,KnnImpute,16.0,14,0.3365692521542761,0.5195842917668475,,,,,,,
resnet101,0,39.csv,KnnImpute,7.0,24,0.2697212794521269,0.6150024440314896,,,,,,,
resnet101,0,39.csv,Standardization,18.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,10.5,19,0.2911086665213141,0.584474293761273,,,,,,,
resnet101,0,39.csv,KnnImpute,3.0,49,0.28848639420497796,0.5882173000043251,,,,,,,
resnet101,0,39.csv,KnnImpute,17.5,13,0.35652691542887105,0.49109691546799183,,,,,,,
resnet101,0,39.csv,KnnImpute,14.0,15,0.312814235916216,0.5534919731044955,,,,,,,
resnet101,0,39.csv,KnnImpute,15.5,14,0.3302532590165424,0.5285996795274299,,,,,,,
resnet101,0,39.csv,MinMax,19.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,Standardization,16.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,13.0,15,0.30542956813962063,0.5640327767496645,,,,,,,
resnet101,0,39.csv,Standardization,11.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,15.0,13,0.3237318168492407,0.537908323253654,,,,,,,
resnet101,0,39.csv,KnnImpute,18.5,11,0.36992416884958906,0.4719738049957879,,,,,,,
resnet101,0,39.csv,KnnImpute,3.5,45,0.2924874781873428,0.5825061912717693,,,,,,,
resnet101,0,39.csv,KnnImpute,5.0,29,0.2799108892358585,0.6004578931863429,,,,,,,
resnet101,0,39.csv,KnnImpute,4.0,39,0.289766403348746,0.5863902272832962,,,,,,,
resnet101,0,39.csv,MinMax,8.0,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,Standardization,7.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,0.5,106,0.2597696091579127,0.6292073623414554,,,,,,,
resnet101,0,39.csv,MinMax,0.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,39.csv,KnnImpute,10.0,19,0.2886555876465458,0.587975794915732,,,,,,,
resnet101,0,39.csv,KnnImpute,17.0,14,0.34965425821665314,0.5009068801659491,,,,,,,
resnet101,0,39.csv,KnnImpute,2.5,59,0.29010023917983263,0.5859137132339629,,,,,,,
resnet101,0,39.csv,KnnImpute,1.0,81,0.28477109170849935,0.5935204869969624,,,,,,,
resnet101,0,39.csv,KnnImpute,11.0,19,0.29337345473776516,0.5812415568786249,,,,,,,
resnet101,0,39.csv,KnnImpute,14.5,14,0.31833148633331687,0.5456167030087702,,,,,,,
resnet101,0,39.csv,KnnImpute,1.5,70,0.3041803005766664,0.5658159692343845,,,,,,,
resnet101,0,39.csv,KnnImpute,9.0,20,0.2823234201686485,0.597014269773651,,,,,,,
resnet101,0,39.csv,MinMax,6.5,0,0.7006090847364281,-4.26583351387233e-05,,,,,,,
resnet101,0,85.csv,KnnImpute,11.0,16,0.31751094680866426,0.5480234746848904,,,,,,,
resnet101,0,85.csv,MinMax,4.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,11.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,11.5,16,0.3256675409522439,0.5364125708200789,,,,,,,
resnet101,0,85.csv,MinMax,3.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,10.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,14.5,12,0.3725391970056433,0.46969081381701516,,,,,,,
resnet101,0,85.csv,MinMax,16.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,11.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,1.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,12.0,15,0.33333941273310663,0.5254916687692059,,,,,,,
resnet101,0,85.csv,KnnImpute,7.5,24,0.26065593070830473,0.6289565350472486,,,,,,,
resnet101,0,85.csv,KnnImpute,12.5,15,0.3413286767197233,0.5141189592207942,,,,,,,
resnet101,0,85.csv,Standardization,7.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,18.0,9,0.4222389383069717,0.3989432802021481,,,,,,,
resnet101,0,85.csv,KnnImpute,3.0,48,0.25883247265003373,0.6315522258274213,,,,,,,
resnet101,0,85.csv,KnnImpute,15.0,12,0.3806052321211913,0.4582088206409124,,,,,,,
resnet101,0,85.csv,MinMax,3.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,3.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,4.5,33,0.2474125226854601,0.6478085135432927,,,,,,,
resnet101,0,85.csv,KnnImpute,17.0,10,0.4097587851777454,0.4167087660962372,,,,,,,
resnet101,0,85.csv,KnnImpute,5.0,34,0.23661244946769677,0.6631824073103477,,,,,,,
resnet101,0,85.csv,MinMax,5.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,5.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,15.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,7.0,26,0.2523286140289103,0.6408104622764704,,,,,,,
resnet101,0,85.csv,KnnImpute,2.5,55,0.22674987872077979,0.6772217672179991,,,,,,,
resnet101,0,85.csv,KnnImpute,17.5,10,0.4158743751380231,0.4080032297099154,,,,,,,
resnet101,0,85.csv,Standardization,2.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,2.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,18.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,13.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,7.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,17.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,1.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,13.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,12.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,6.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,10.5,17,0.23414202040413326,0.6666990606900491,,,,,,,
resnet101,0,85.csv,Standardization,11.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,19.0,11,0.312228589902799,0.5555429046251312,,,,,,,
resnet101,0,85.csv,KnnImpute,18.0,11,0.3032833647862761,0.5682764239162434,,,,,,,
resnet101,0,85.csv,KnnImpute,15.0,15,0.2725501771277523,0.612025086787157,,,,,,,
resnet101,0,85.csv,KnnImpute,14.5,15,0.26751189878036014,0.6191970711357688,,,,,,,
resnet101,0,85.csv,Standardization,15.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,1.5,69,0.05652574755919977,0.91953565308713,,,,,,,
resnet101,0,85.csv,KnnImpute,11.5,17,0.24435739119362632,0.6521574902634306,,,,,,,
resnet101,0,85.csv,Standardization,12.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,14.0,16,0.26331929039721674,0.6251652451091911,,,,,,,
resnet101,0,85.csv,KnnImpute,5.5,26,0.17562135323545697,0.7500031737351952,,,,,,,
resnet101,0,85.csv,KnnImpute,2.0,60,0.06912154017627786,0.9016055544940654,,,,,,,
resnet101,0,85.csv,Standardization,8.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,0.5,97,0.02779499401393205,0.9604338529369141,,,,,,,
resnet101,0,85.csv,MinMax,0.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,10.0,18,0.2301184622726894,0.6724265917938799,,,,,,,
resnet101,0,85.csv,KnnImpute,7.0,22,0.19622499505836014,0.720673909552173,,,,,,,
resnet101,0,85.csv,KnnImpute,9.5,18,0.22579724500734583,0.6785778403865735,,,,,,,
resnet101,0,85.csv,Standardization,16.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,6.0,24,0.18211525600007666,0.7407591094382382,,,,,,,
resnet101,0,85.csv,KnnImpute,2.5,58,0.08838408606454694,0.8741853390753221,,,,,,,
resnet101,0,85.csv,MinMax,3.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,11.0,19,0.4055177577732912,0.42274586449960805,,,,,,,
resnet101,0,85.csv,KnnImpute,4.5,30,0.41103861968494854,0.4148869229145825,,,,,,,
resnet101,0,85.csv,Standardization,6.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,7.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,4.0,36,0.4218502597992007,0.3994965636815767,,,,,,,
resnet101,0,85.csv,KnnImpute,6.0,26,0.4023944548555814,0.42719188317846546,,,,,,,
resnet101,0,85.csv,MinMax,2.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,3.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,17.0,13,0.39688300095650497,0.43503743246669235,,,,,,,
resnet101,0,85.csv,MinMax,18.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,13.5,14,0.40156726471918675,0.4283693875365999,,,,,,,
resnet101,0,85.csv,Standardization,16.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,19.5,13,0.40172636505872783,0.4281429083573306,,,,,,,
resnet101,0,85.csv,KnnImpute,9.5,18,0.40872408818846667,0.41818165625850934,,,,,,,
resnet101,0,85.csv,Standardization,5.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,12.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,10.0,18,0.4083047639256263,0.418778563940603,,,,,,,
resnet101,0,85.csv,KnnImpute,13.0,14,0.4025386744576182,0.42698658671462353,,,,,,,
resnet101,0,85.csv,KnnImpute,15.0,13,0.39925037756430576,0.43166747415797657,,,,,,,
resnet101,0,85.csv,KnnImpute,0.5,102,0.12073918528454115,0.8281278866672607,,,,,,,
resnet101,0,85.csv,MinMax,0.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,0.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,11.5,18,0.4047563724440707,0.4238296957784533,,,,,,,
resnet101,0,85.csv,KnnImpute,17.5,13,0.3976555395134224,0.433937724579021,,,,,,,
resnet101,0,85.csv,KnnImpute,15.5,13,0.39864231071408357,0.4325330567304362,,,,,,,
resnet101,0,85.csv,KnnImpute,18.5,13,0.3995884473323913,0.43118623217048235,,,,,,,
resnet101,0,85.csv,KnnImpute,5.0,27,0.40605343648725095,0.4219833263690197,,,,,,,
resnet101,0,85.csv,KnnImpute,16.5,13,0.39774397269720985,0.43381184002753537,,,,,,,
resnet101,0,85.csv,KnnImpute,1.5,58,0.3105470789771244,0.5579365337995098,,,,,,,
resnet101,0,85.csv,Standardization,1.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,9.0,18,0.40884178833099616,0.41801411021959545,,,,,,,
resnet101,0,85.csv,KnnImpute,3.0,43,0.41225706020831443,0.4131524740094684,,,,,,,
resnet101,0,85.csv,KnnImpute,12.0,17,0.4038994830635931,0.42504947698178,,,,,,,
resnet101,0,85.csv,MinMax,7.5,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,19.0,13,0.4006143061235322,0.4297259231747007,,,,,,,
resnet101,0,85.csv,KnnImpute,14.0,13,0.40065026092378764,0.42967474155135454,,,,,,,
resnet101,0,85.csv,KnnImpute,1.0,71,0.22796297251399242,0.6754949293780805,,,,,,,
resnet101,0,85.csv,KnnImpute,8.0,20,0.40912681232903086,0.41760837883440083,,,,,,,
resnet101,0,85.csv,Standardization,1.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,1.0,0,0.7024943412657091,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,6.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,6.5,23,0.2683962584013265,0.6179381860717076,,,,,,,
resnet101,0,85.csv,Standardization,15.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,12.5,15,0.3316558240258904,0.527888255663597,,,,,,,
resnet101,0,85.csv,KnnImpute,18.5,11,0.4035862933498655,0.42549530223598875,,,,,,,
resnet101,0,85.csv,MinMax,2.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,Standardization,8.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,7.5,23,0.2776721152872226,0.6047340127770653,,,,,,,
resnet101,0,85.csv,MinMax,10.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,17.5,11,0.3912000763201508,0.4431270701833876,,,,,,,
resnet101,0,85.csv,KnnImpute,18.0,11,0.3975397245886661,0.43410258701226034,,,,,,,
resnet101,0,85.csv,KnnImpute,13.0,15,0.3372971653039359,0.5198578118171862,,,,,,,
resnet101,0,85.csv,MinMax,16.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,2.0,61,0.14895709622723616,0.7879597177656192,,,,,,,
resnet101,0,85.csv,Standardization,0.5,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,2.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,4.5,34,0.24640084947800084,0.6492486293744404,,,,,,,
resnet101,0,85.csv,KnnImpute,13.5,15,0.34319653664284094,0.5114600624290095,,,,,,,
resnet101,0,85.csv,KnnImpute,7.0,23,0.27259610836394094,0.6119597037169207,,,,,,,
resnet101,0,85.csv,Standardization,5.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,MinMax,14.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
resnet101,0,85.csv,KnnImpute,8.0,20,0.2819919514249097,0.5985847302182532,,,,,,,
resnet101,0,85.csv,Standardization,6.0,0,0.702494341265709,-1.4519618174446691e-08,,,,,,,
